inst,variant,params,short_train0_days,short_train0_n,short_train0_Rday,short_train0_t,short_train0_maxDD,short_held0_days,short_held0_n,short_held0_Rday,short_held0_t,short_held0_maxDD,short_win_days,short_win_n,short_win_Rday,short_win_t,short_win_maxDD,final_days,final_n,final_Rday,final_t,final_maxDD,stress_days,stress_n,stress_Rday,stress_t,stress_maxDD,pre2024_Rday,since2024_Rday,R_2016,R_2017,R_2018,R_2019,R_2020,R_2021,R_2022,R_2023,R_2024,R_2025,R_2026
NDX100,gap_against_0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,152,0.2316,2.841,-11.58,91,35,-0.07,-0.643,-10.73,442,187,0.1695,2.466,-12.63,38,27,0.2674,0.786,-5.26,1817,793,-0.0314,-1.464,-70.09,-0.0329,0.1227,-10.1,-14.4,-1.8,-13.2,-3.7,-3.4,-11.9,-4.3,10.0,35.8,40.1
NDX100,gap_against_50,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""gap_min"": 50, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,106,0.2267,3.051,-7.68,91,24,-0.037,-0.409,-5.62,442,130,0.1724,2.778,-8.9,38,24,0.3504,1.046,-4.21,1817,326,-0.0194,-1.233,-57.33,-0.0183,0.1271,0.1,-2.2,-1.1,-0.9,4.2,-6.6,-16.9,-11.6,10.8,37.0,44.1
NDX100,body_min_0.3,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none""}",351,271,0.3251,3.184,-14.66,91,62,-0.1291,-0.839,-18.29,442,333,0.2316,2.648,-19.92,38,29,0.4375,1.227,-5.26,1817,1231,-0.0027,-0.097,-41.48,0.0001,0.1735,2.0,-13.9,-7.2,2.1,-0.6,20.3,-4.0,1.4,34.9,59.0,30.0
NDX100,body_min_0.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none""}",351,212,0.2731,3.009,-12.47,91,45,-0.0501,-0.361,-12.16,442,257,0.2065,2.656,-16.68,38,18,0.4038,1.248,-6.31,1817,891,0.0153,0.637,-26.91,0.0182,0.1578,7.5,-12.7,-1.1,2.8,11.3,1.9,7.1,18.0,23.2,73.0,16.6
NDX100,volf_skip_low,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none""}",351,250,0.2953,3.108,-19.76,91,56,-0.0597,-0.396,-13.5,442,306,0.2222,2.714,-23.97,38,21,-0.0176,-0.08,-5.26,1817,1234,-0.0343,-1.241,-74.87,-0.0308,0.1715,-2.2,-19.5,-11.5,0.2,3.6,-6.7,-9.0,-13.8,32.4,58.0,14.9
NDX100,volf_skip_high,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none""}",351,262,0.2993,2.969,-14.66,91,62,-0.1291,-0.865,-17.16,442,324,0.2111,2.45,-18.86,38,35,0.497,1.313,-6.31,1817,1259,-0.0046,-0.167,-40.71,-0.0043,0.1535,-1.6,-13.6,2.9,4.6,-7.1,4.5,9.0,-7.1,26.2,53.2,34.3
NDX100,volf_mid,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""none""}",351,196,0.274,3.214,-17.74,91,43,-0.0507,-0.382,-11.08,442,239,0.2072,2.827,-20.89,38,18,0.0655,0.305,-5.26,1817,929,-0.0083,-0.345,-30.77,-0.0092,0.1552,-4.2,-17.6,2.5,10.1,4.9,-7.4,7.3,-13.1,24.5,61.6,12.3
NDX100,skip_mon,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""mon""}",351,252,0.2169,2.295,-16.45,91,61,-0.0939,-0.614,-18.86,442,313,0.1529,1.874,-24.57,38,30,0.2971,0.843,-5.26,1817,1263,-0.0173,-0.627,-55.21,-0.0161,0.1243,-3.1,-14.3,-8.4,-6.6,-11.3,4.8,8.0,0.3,27.6,30.4,30.0
NDX100,skip_fri,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri""}",351,257,0.2209,2.243,-16.37,91,53,-0.1656,-1.315,-14.02,442,310,0.1414,1.709,-19.22,38,30,0.1843,0.67,-5.26,1817,1255,-0.0184,-0.677,-57.97,-0.0142,0.1073,4.7,-5.5,-0.8,-3.1,4.8,-1.0,-23.0,-3.1,23.8,33.4,16.1
US30,LIVE_COMP,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0446,0.414,-31.93,90,87,-0.3497,-2.255,-30.42,441,440,-0.0359,-0.392,-46.6,38,38,-0.2639,-0.98,-13.69,1542,1349,-0.0202,-0.527,-59.06,-0.0152,0.0171,1.3,2.3,-28.2,4.0,10.0,11.2,-27.8,1.5,-2.7,39.2,-35.9
US30,LIVE_COMP+MA100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,282,0.0012,0.013,-29.33,90,70,-0.2459,-1.735,-21.08,441,352,-0.0492,-0.613,-36.87,38,38,-0.2639,-0.98,-13.69,1542,938,0.0205,0.675,-26.34,0.0221,-0.0118,5.9,2.3,7.5,1.1,13.2,13.0,2.1,-8.1,-14.7,18.7,-21.3
US30,entry_tf5,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,301,0.0909,0.978,-14.66,90,76,-0.1257,-0.774,-25.94,441,377,0.0467,0.575,-26.85,38,34,-0.2236,-0.816,-14.08,1542,1341,-0.092,-2.558,-143.56,-0.0778,0.0113,-4.9,-15.8,14.7,-5.0,-0.8,-17.8,-67.3,-33.6,-6.9,-8.4,13.7
US30,vwap_off,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,395,0.0503,0.45,-34.59,90,99,-0.3473,-2.063,-30.2,441,494,-0.0308,-0.321,-45.3,38,42,-0.2619,-0.914,-13.69,1542,1609,-0.0327,-0.793,-72.3,-0.0282,0.0107,-1.0,-5.0,-24.1,3.4,3.9,12.0,-34.6,-2.2,-18.4,45.1,-30.1
US30,legs_off,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,309,0.034,0.371,-28.27,90,78,-0.2685,-1.73,-23.11,441,387,-0.0277,-0.347,-36.41,38,34,-0.153,-0.575,-12.64,1542,1279,-0.0249,-0.709,-59.96,-0.0189,0.0252,3.8,2.3,-26.3,4.0,4.2,6.2,-23.5,-2.5,-0.8,38.4,-27.8
US30,dyn_scale,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,348,0.026,0.249,-36.28,90,89,-0.344,-2.171,-33.14,441,437,-0.0495,-0.554,-46.54,38,37,-0.2567,-0.995,-13.62,1542,1413,-0.0949,-2.084,-164.45,-0.0896,-0.004,-35.3,-83.1,-16.9,-0.2,-5.7,6.3,-7.8,-7.9,-9.3,41.3,-44.2
US30,legs_same_mgmt_be1,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 1.0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0508,0.577,-25.76,90,87,-0.2841,-2.438,-25.52,441,440,-0.0175,-0.236,-33.55,38,38,-0.2864,-1.446,-13.96,1542,1349,-0.0102,-0.31,-51.0,-0.0125,0.0367,-10.0,-1.8,-28.2,7.0,6.3,16.3,-34.3,23.6,0.1,34.4,-22.7
US30,time_stop_60,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0511,0.487,-33.14,90,87,-0.4206,-2.957,-36.8,441,440,-0.0452,-0.509,-47.82,38,38,-0.3318,-1.306,-15.91,1542,1349,-0.0256,-0.717,-54.89,-0.0229,-0.0,-0.4,-8.5,-25.9,8.3,-1.9,16.6,-26.9,0.1,-4.1,30.3,-38.8
US30,time_stop_90,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0367,0.346,-32.96,90,87,-0.3535,-2.279,-30.77,441,440,-0.0429,-0.474,-47.63,38,38,-0.2639,-0.98,-13.69,1542,1349,-0.0227,-0.606,-59.05,-0.0205,0.0107,-3.2,0.9,-26.0,2.7,5.8,12.4,-31.7,4.7,-1.2,35.0,-37.3
US30,time_stop_180,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.028,0.261,-31.93,90,87,-0.388,-2.544,-33.87,441,440,-0.0569,-0.624,-46.6,38,38,-0.2639,-0.98,-13.69,1542,1349,-0.0159,-0.402,-58.91,-0.0167,0.0015,-9.7,4.1,-34.9,4.0,12.0,13.3,-26.2,9.4,-3.1,30.2,-36.1
US30,time_stop_240,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 240, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.051,0.469,-31.93,90,87,-0.3902,-2.583,-34.06,441,440,-0.0391,-0.424,-46.6,38,38,-0.2639,-0.98,-13.69,1542,1349,-0.0118,-0.297,-62.95,-0.0112,0.0157,-4.0,3.8,-38.4,2.4,9.1,14.4,-27.2,21.1,-2.9,33.9,-31.3
US30,time_stop_999,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0589,0.536,-31.93,90,87,-0.3992,-2.64,-34.87,441,440,-0.0346,-0.371,-46.6,38,38,-0.2639,-0.98,-13.69,1542,1349,0.0043,0.104,-61.74,0.001,0.0279,-7.7,10.8,-43.6,0.3,16.0,22.1,-23.4,27.1,2.6,35.9,-31.3
US30,be_at_0.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0.5, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,-0.0363,-0.443,-23.32,90,87,-0.1496,-1.336,-13.41,441,440,-0.0595,-0.86,-29.4,38,38,-0.2225,-1.626,-8.4,1542,1349,-0.0085,-0.281,-57.83,-0.0127,0.0089,-15.9,-4.9,-33.0,2.0,5.1,23.4,-28.0,29.9,13.0,0.7,-16.6
US30,be_at_1.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 1.0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.037,0.394,-24.67,90,87,-0.2933,-2.49,-26.34,441,440,-0.0304,-0.386,-34.49,38,38,-0.2864,-1.446,-13.96,1542,1349,-0.0052,-0.152,-48.54,-0.0079,0.0197,-10.0,-1.8,-28.3,7.0,8.8,18.1,-31.6,24.4,-1.9,29.3,-26.2
US30,be_at_1.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 1.5, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0768,0.766,-27.43,90,87,-0.3639,-2.795,-32.69,441,440,-0.0131,-0.155,-41.21,38,38,-0.3654,-1.823,-14.96,1542,1349,0.0037,0.102,-46.15,0.0055,0.0322,-0.7,-0.5,-25.5,5.5,14.7,18.4,-14.6,12.0,7.5,32.2,-33.6
US30,be_at_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 2.0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0603,0.585,-26.47,90,87,-0.4051,-2.912,-36.41,441,440,-0.0347,-0.397,-40.0,38,38,-0.1924,-0.805,-13.85,1542,1349,-0.0032,-0.086,-46.75,0.0001,0.0152,1.0,2.3,-24.2,4.5,14.5,15.3,-16.6,3.4,2.5,26.0,-26.4
US30,partial_1.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 1.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0112,0.138,-26.43,90,87,-0.2385,-2.205,-21.42,441,440,-0.0398,-0.582,-37.25,38,38,-0.2375,-1.292,-13.05,1542,1349,-0.0256,-0.862,-58.03,-0.022,-0.0029,0.4,-4.4,-28.6,5.3,3.3,2.4,-21.1,5.8,-8.7,26.7,-28.8
US30,partial_1.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 1.5, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0268,0.308,-27.93,90,87,-0.2993,-2.49,-27.13,441,440,-0.0397,-0.538,-41.0,38,38,-0.231,-1.152,-11.98,1542,1349,-0.0214,-0.658,-48.11,-0.018,-0.0011,-1.9,-0.3,-26.4,3.9,11.3,6.0,-23.1,0.3,-5.4,25.5,-29.5
US30,partial_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",351,353,0.0459,0.493,-24.54,90,87,-0.3437,-2.594,-31.38,441,440,-0.0336,-0.424,-37.75,38,38,-0.1454,-0.676,-10.69,1542,1349,-0.0204,-0.588,-55.71,-0.0152,0.0085,1.1,2.6,-28.3,4.3,16.5,5.1,-22.6,-4.2,-2.9,24.9,-22.3
